City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,conde,-7.2597,-34.9075,302.85,54,20,7.2,BR,1696180179
367,norilsk,69.3535,88.2027,260.66,91,11,2.2,RU,1696180180
368,juan de acosta,10.8281,-75.0334,306.12,60,100,0.83,CO,1696180180
369,harar,9.3094,42.1258,292.45,40,45,2.63,ET,1696180180
370,chilca,-12.5211,-76.7372,292.67,80,54,3.05,PE,1696180180
371,gadzhiyevo,69.2551,33.3362,279.48,78,97,5.12,RU,1696180180
372,valday,57.9747,33.2525,286.5,71,39,4.92,RU,1696180181
373,caleta de carquin,-11.0925,-77.6267,294.31,75,70,4.78,PE,1696180181
374,regeneracao,-6.2378,-42.6883,315.2,13,37,1.97,BR,1696180181
375,mahdia,35.5047,11.0622,299.12,64,0,3.67,TN,1696180181
376,kamakwie,9.5,-12.2333,303.08,82,100,0.32,SL,1696180181
377,yamaga,33.0167,130.6833,289.03,67,50,2.57,JP,1696180181
378,neryungri,56.6709,124.6491,274.4,75,85,0.8,RU,1696180182
379,genhe,50.7833,121.5167,275.91,80,14,0.23,CN,1696179923
380,sitka,57.0531,-135.33,285.09,82,100,4.63,US,1696180182
381,sao felix do xingu,-6.6447,-51.995,314.02,16,26,2.08,BR,1696179976
382,kavieng,-2.5744,150.7967,300.07,83,65,2.18,PG,1696180183
383,spring creek,40.7266,-115.5859,282.49,66,97,2.65,US,1696180183
384,sharypovo,55.5403,89.2008,272.73,80,72,1.34,RU,1696180183
385,okhotsk,59.3833,143.3,280.44,77,100,1.48,RU,1696180183
386,hailar,49.2,119.7,279.89,62,26,1.85,CN,1696180184
387,san matias,-16.3667,-58.4,313.53,24,72,2.35,BO,1696180184
388,brioude,45.1667,3.4167,296.19,45,9,1.38,FR,1696180184
389,petropavlovka,50.6114,105.3196,280.74,75,100,3.72,RU,1696180184
390,sogndal,61.2283,7.1003,283.36,76,100,2.06,NO,1696180184
391,nakamura,32.9833,132.9333,288.4,81,28,2.24,JP,1696180185
392,selkirk,50.1436,-96.8845,294.31,90,100,1.34,CA,1696180185
393,rongelap,11.1635,166.8941,301.1,79,100,6.07,MH,1696180185
394,ambon,-3.6954,128.1814,300.3,95,20,2.57,ID,1696180185
395,callaway,30.153,-85.5699,303.18,57,75,6.17,US,1696180185
396,amga,60.8953,131.9608,278.7,60,99,1.34,RU,1696180186
397,cidreira,-30.1811,-50.2056,290.09,56,57,5.12,BR,1696180186
398,nahariyya,33.0059,35.0941,300.92,56,100,0.89,IL,1696180186
399,mozarlandia,-14.7447,-50.5706,312.95,21,79,2.14,BR,1696180186
400,gus'-khrustal'nyy,55.6111,40.6519,285.52,84,100,2.08,RU,1696180186
401,shimoda,34.6667,138.95,294.87,77,82,2.57,JP,1696180187
402,kyzyl,51.7,94.45,279.54,73,95,2.78,RU,1696180187
403,kismayo,-0.3582,42.5454,298.82,76,24,6.22,SO,1696180187
404,brusyliv,50.2845,29.5263,286.22,57,90,3.62,UA,1696180187
405,vega de alatorre,20.0333,-96.6333,304.52,60,52,4.36,MX,1696180187
406,port douglas,-16.4833,145.4667,295.85,78,67,4.38,AU,1696180188
407,sheridan,44.8333,-106.9173,285.36,75,100,6.17,US,1696179923
408,berezovo,63.9381,65.0419,281.46,87,86,6.26,RU,1696180188
409,aioun,16.6614,-9.6149,312.55,8,59,2.91,MR,1696180188
410,rawson,-43.3002,-65.1023,293.83,28,100,4.03,AR,1696180188
411,ola,59.5833,151.2833,277.82,88,100,0.51,RU,1696180189
412,bay city,43.5945,-83.8889,298.21,67,0,2.57,US,1696179931
413,novyy urgal,51.0736,132.5642,279.81,89,97,1.81,RU,1696180189
414,ipameri,-17.7219,-48.1597,305.92,34,84,3.43,BR,1696180189
415,san antonio de pale,-1.4014,5.6325,298.57,82,76,6.11,GQ,1696180190
416,gaalkacyo,6.7697,47.4308,305.05,42,97,2.8,SO,1696180190
417,uyovu,-3.2833,31.5258,298.59,52,53,3.38,TZ,1696180190
418,envira,-7.3,-70.2167,301.58,78,100,1.31,BR,1696180190
419,kushk,33.2957,61.9522,291.33,18,0,3.83,AF,1696180190
420,bullhead city,35.1478,-114.5683,295.94,38,0,4.12,US,1696180191
421,lata,40.1629,-8.3327,306.44,33,10,2.28,PT,1696180191
422,santo antonio do ica,-3.1022,-67.9397,309.69,41,100,0.4,BR,1696180191
423,dolores,-36.3132,-57.6792,290.65,42,0,2.86,AR,1696180191
424,mersa matruh,31.3525,27.2453,297.92,62,75,5.98,EG,1696180191
425,mar del plata,-38.0023,-57.5575,285.66,81,4,1.34,AR,1696180083
426,santa ana,33.7456,-117.8678,292.71,73,75,2.06,US,1696179504
427,katsuren-haebaru,26.3369,127.8719,301.58,83,20,4.12,JP,1696180192
428,wenling,28.3669,121.36,293.56,76,4,4.27,CN,1696180192
429,murun-kuren,49.6342,100.1625,278.87,79,100,2.18,MN,1696180096
430,waingapu,-9.6567,120.2641,297.56,83,45,1.89,ID,1696180193
431,kidal,18.4411,1.4078,312.0,15,14,5.7,ML,1696180193
432,lethbridge,49.7,-112.8186,279.62,93,100,1.54,CA,1696180153
433,athens,37.9795,23.7162,300.18,42,20,2.06,GR,1696179362
434,jati,24.3539,68.2671,303.1,36,91,3.79,PK,1696180193
435,saa,4.3667,11.45,296.29,95,85,2.4,CM,1696180194
436,howrah,22.5892,88.3103,301.15,89,75,3.09,IN,1696180194
437,sisimiut,66.9395,-53.6735,275.67,64,99,1.51,GL,1696180194
438,mouila,-1.8685,11.0559,298.99,87,88,1.22,GA,1696180194
439,carapegua,-25.8,-57.2333,301.4,28,0,3.33,PY,1696180194
440,vorkuta,67.5,64.0,281.34,98,100,6.71,RU,1696180195
441,pemangkat,1.1667,108.9667,298.69,80,99,2.74,ID,1696180195
442,coahuayana de hidalgo,18.7,-103.6583,306.06,62,33,1.78,MX,1696180195
443,remire-montjoly,4.9167,-52.2667,306.17,58,75,4.63,GF,1696180195
444,fort bragg,35.139,-79.006,299.06,61,20,2.68,US,1696180195
445,aldinga beach,-35.2793,138.4604,287.96,71,0,2.61,AU,1696180196
446,port saint john's,-31.6229,29.5448,290.66,62,64,3.15,ZA,1696180196
447,irtyshsk,53.3333,75.4572,280.98,41,6,2.93,KZ,1696180196
448,kingston,17.997,-76.7936,307.17,70,23,0.89,JM,1696180041
449,nangwa,-4.4667,35.45,293.37,39,19,2.5,TZ,1696180197
450,nagqu,31.5,92.0,277.33,93,84,2.37,CN,1696180197
451,jolo,6.05,121.0167,300.48,84,100,3.78,PH,1696180197
452,aripuana,-9.1667,-60.6333,311.94,27,66,1.0,BR,1696180098
453,chapaev,50.2,51.1667,288.67,49,11,3.16,KZ,1696180197
454,kilindoni,-7.9139,39.6668,298.31,79,1,5.26,TZ,1696180198
455,bellampalli,19.0558,79.493,298.18,90,100,2.21,IN,1696180198
456,happy valley-goose bay,53.3168,-60.3315,286.17,46,93,6.87,CA,1696180198
457,murashi,59.3999,48.9615,285.92,91,100,3.53,RU,1696180198
458,boende,-0.2167,20.8667,299.55,77,86,1.07,CD,1696180198
459,kangding,30.0513,101.9603,287.23,93,87,1.2,CN,1696180199
460,hilo,19.7297,-155.09,298.31,93,40,1.54,US,1696180199
461,reggane,26.7158,0.1714,311.83,11,0,4.52,DZ,1696180199
462,sungjibaegam,41.2428,128.7989,273.02,84,3,2.56,KP,1696180200
463,oodweyne,9.4092,45.064,302.0,38,34,6.78,SO,1696180201
464,sandnessjoen,66.0217,12.6316,280.21,81,75,1.03,NO,1696180201
465,ad dilam,23.9915,47.1627,304.46,15,0,4.8,SA,1696180201
466,chigorodo,7.6664,-76.6811,302.53,85,93,2.26,CO,1696180201
467,nizhneangarsk,55.7833,109.55,278.32,78,100,4.39,RU,1696180202
468,puerto aysen,-45.4,-72.7,282.04,83,91,2.3,CL,1696180202
469,daru,-9.0763,143.2092,297.81,89,100,6.76,PG,1696180202
470,brigantine,39.4101,-74.3646,297.61,69,0,3.09,US,1696179960
471,skiathos,39.1623,23.4909,296.47,64,0,0.51,GR,1696180203
472,praia da vitoria,38.7333,-27.0667,296.35,66,6,4.15,PT,1696180203
473,morondava,-20.2833,44.2833,299.34,80,3,7.88,MG,1696180039
474,pitimbu,-7.4706,-34.8086,303.48,61,34,4.9,BR,1696180203
475,mehran,33.1222,46.1646,303.19,22,8,3.33,IR,1696180204
476,yorkton,51.2167,-102.4677,285.06,94,100,3.09,CA,1696180204
477,bata,1.8639,9.7658,299.26,88,77,5.44,GQ,1696180204
478,mejit,10.2753,170.8646,300.44,80,100,4.92,MH,1696180204
479,kelkit,40.1298,39.4361,285.45,81,100,1.57,TR,1696180205
480,el granada,37.5027,-122.4694,292.97,77,75,1.54,US,1696180205
481,tadine,-21.55,167.8833,293.73,64,100,8.0,NC,1696180206
482,zhongshu,24.5167,103.7667,289.96,97,52,0.89,CN,1696180206
483,jalai nur,49.45,117.7,281.56,55,3,1.85,CN,1696179923
484,kenai,60.5544,-151.2583,280.45,93,100,4.63,US,1696180017
485,kalix,65.853,23.1565,283.41,91,83,1.16,SE,1696180206
486,camarinas,43.1311,-9.1817,296.44,76,71,1.67,ES,1696180207
487,shingu,33.7333,135.9833,290.96,83,16,3.14,JP,1696180207
488,antofagasta,-23.65,-70.4,290.75,67,19,3.58,CL,1696179929
489,magadan,59.5667,150.8,277.49,86,100,0.45,RU,1696180207
490,ulety,51.3572,112.4849,279.26,72,51,1.34,RU,1696180208
491,las veredas,23.1388,-109.7075,306.56,51,20,3.09,MX,1696180208
492,lao cai,22.4833,103.95,297.48,97,62,0.22,VN,1696180208
493,sabzevar,36.2126,57.6819,295.19,19,36,1.08,IR,1696180208
494,harper,4.375,-7.7169,299.02,86,57,5.07,LR,1696180208
495,bubaque,11.2833,-15.8333,301.47,78,100,3.25,GW,1696180209
496,olinda,-8.0089,-34.8553,302.0,58,40,6.17,BR,1696180209
497,luanda,-8.8368,13.2343,296.36,84,85,5.42,AO,1696180165
498,richards bay,-28.783,32.0377,291.3,64,100,3.75,ZA,1696180209
499,challapata,-18.9,-66.7667,290.89,21,19,4.95,BO,1696180209
500,velingara,13.15,-14.1167,306.9,58,98,1.3,SN,1696180210
501,ebstorf,53.0279,10.4184,291.16,82,100,1.03,DE,1696180210
502,oppdal,62.5943,9.6912,280.02,87,99,1.37,NO,1696180210
503,dolores hidalgo cuna de la independencia nacional,21.1561,-100.9308,296.36,39,27,2.71,MX,1696180210
504,al fuwayliq,26.4432,43.2534,303.12,14,0,4.58,SA,1696180210
505,bikenibeu village,1.3673,173.1241,301.47,75,6,3.36,KI,1696180211
506,narvik,68.4384,17.4272,280.58,87,97,2.5,NO,1696180211
507,al khawr,25.7667,51.3167,303.22,51,0,3.99,QA,1696180211
508,evora,38.5667,-7.9,305.0,18,24,2.33,PT,1696180211
509,laibin,23.7,109.2667,300.16,80,24,0.99,CN,1696180212
510,al kut,32.5147,45.819,305.44,18,3,3.77,IQ,1696180212
511,sao vicente,-23.9631,-46.3919,300.25,26,100,1.79,BR,1696180212
512,itagiba,-14.2836,-39.8428,301.76,54,96,2.22,BR,1696180212
513,west point,33.6076,-88.6503,303.77,45,40,3.6,US,1696180212
514,borogontsy,62.6683,131.1683,274.98,53,100,2.24,RU,1696180213
515,avra valley,32.4379,-111.3154,303.33,21,0,5.66,US,1696180213
516,al burayqah,30.4062,19.5739,297.57,67,0,6.12,LY,1696180213
517,la passe,45.5549,-0.8967,304.28,49,31,0.91,FR,1696180213
518,chinde,26.8418,88.0763,292.29,81,90,1.81,NP,1696180214
519,n'dalatando,-9.2978,14.9116,298.51,68,71,2.08,AO,1696180214
520,moyynkum,44.2914,72.9469,296.84,28,100,0.66,KZ,1696180214
521,lompoc,34.6391,-120.4579,291.92,72,0,1.34,US,1696180116
522,karratha,-20.7377,116.8463,298.7,32,0,7.28,AU,1696180214
523,barra do corda,-5.5,-45.25,314.73,18,47,2.14,BR,1696180215
524,warrnambool,-38.3833,142.4833,279.56,88,0,4.24,AU,1696180215
525,turaif,31.6725,38.6637,300.02,31,90,5.62,SA,1696180215
526,jackson,42.4165,-122.8345,284.03,84,0,0.45,US,1696180215
527,stettler,52.3168,-112.7186,281.76,67,50,2.6,CA,1696180216
528,linghai,41.1653,121.3667,286.81,54,0,1.66,CN,1696180216
529,kamina,-8.7386,24.9906,298.8,51,27,3.19,CD,1696180216
530,misliyah,17.4599,42.5572,304.89,57,0,2.75,SA,1696180216
531,axim,4.8699,-2.2405,299.33,85,41,5.02,GH,1696180216
532,at taj,24.2049,23.2857,302.45,23,98,5.99,LY,1696180217
533,kaltan,53.5347,87.2457,272.64,69,5,0.66,RU,1696180217
534,newport,51.5877,-2.9984,293.53,89,97,3.79,GB,1696180057
535,altay,47.8667,88.1167,281.33,60,33,2.53,CN,1696179919
536,ouricuri,-7.8825,-40.0817,307.91,19,14,3.15,BR,1696179976
537,berezovyy,51.6667,135.7,280.55,96,100,2.15,RU,1696180218
538,cidade velha,14.9167,-23.6167,301.71,70,58,5.23,CV,1696180218
539,hovd,48.0056,91.6419,281.34,51,27,2.68,MN,1696180218
540,mahibadhoo,3.7833,72.9667,300.84,78,100,3.74,MV,1696180218
541,bam,29.106,58.357,299.15,15,1,1.54,IR,1696180219
542,shimo-furano,43.35,142.3833,284.63,94,52,1.51,JP,1696180219
543,jalqani,12.4486,34.2186,302.96,56,55,1.66,SD,1696180219
544,kaindy,42.8247,73.6759,289.55,37,98,1.99,KG,1696180219
545,turochak,52.2576,87.1224,279.98,94,96,0.81,RU,1696180219
546,jeremoabo,-10.075,-38.4808,307.4,22,5,3.91,BR,1696180220
547,isfahan,32.6572,51.6776,292.95,17,1,2.39,IR,1696180220
548,rikaze,29.25,88.8833,286.63,48,82,2.81,CN,1696180220
549,mangai,-4.05,19.5333,298.49,77,44,0.96,CD,1696180220
550,tluszcz,52.4306,21.4356,289.72,57,74,2.17,PL,1696180221
551,villanueva,15.3167,-88.0,303.7,62,20,1.03,HN,1696180221
552,kolonia,50.9333,6.95,297.51,62,0,3.09,DE,1696180221
553,mae chan,20.1467,99.8526,296.58,99,98,0.5,TH,1696180221
554,viitasaari,63.0667,25.8667,282.23,94,97,4.05,FI,1696180221
555,deir ez-zor,35.3359,40.1408,300.15,37,100,2.47,SY,1696180222
